object,version,sheet_type,title,path,page,area_total_m2,area_living_m2,room_counts,rooms
дом 2 вариант 2 (зеркальный),,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\Дом 2 вариант 2 (зеркальный).pdf,1,71.8,53.8,"гостиная:1, санузел:1, спальня:2, терраса:1",спальня 10.45м²; спальня 9.5м²; кухня-гостиная 22.75м²; санузел 5.01м²; коридор 3.1м²; гардеробная 3.0м²; терраса 18.0м²
дом 3мд в2 (зеркальный),,планировка,COUNTRYHOUSE,2025\Планировки\Для Василия\Дом 3МД В2 (зеркальный).pdf,1,68.8,68.8,"гостиная:1, кухня:1, санузел:1, спальня:2",спальня 10.45м²; спальня 9.5м²; коридор 3.1м²; ванная 5.01м²; кухня 22.75м²; гостиная 18.0м²
дом 3мд в3 (зеркальный),,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\Дом 3МД В3 (зеркальный).pdf,1,71.8,53.8,"гостиная:1, санузел:1, спальня:2, терраса:1",спальня 10.45м²; спальня 9.5м²; кухня-гостиная 22.75м²; санузел 5.01м²; коридор 3.1м²; кладовая 3.0м²; терраса 18.0м²
дом 3мд в4 (зеркальный),,планировка,COUNTRY HOUSE,2025\Планировки\Для Василия\Дом 3МД В4 (зеркальный).pdf,1,71.2,53.2,"гостиная:1, санузел:1, спальня:2, терраса:1",спальня 10.45м²; спальня 9.5м²; кухня-гостиная 22.84м²; санузел 4.36м²; коридор 3.02м²; гардеробная 3.0м²; терраса 18.0м²
дом 4мд,в1,планировка,Country House,2025\Планировки\Для Василия\Дом 4МД В1.pdf,1,74.2,52.4,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1, терраса:1",Кухня-Гостиная 24.0м²; Спальня 8.79м²; Детская 10.78м²; Прихожая 2.89м²; С/У 1.95м²; Душевая 3.96м²; Терраса 18.81м²; Крыльцо 3.0м²
дом 4мд,в2,планировка,Country House,2025\Планировки\Для Василия\Дом 4МД В2.pdf,1,74.2,52.4,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1, терраса:1",Кухня-Гостиная 24.0м²; Спальня 8.25м²; Детская 11.34м²; Прихожая 2.89м²; С/У 1.95м²; Душевая 3.96м²; Терраса 18.81м²; Крыльцо 3.0м²
дом 4мд,в3,планировка,Country House,2025\Планировки\Для Василия\Дом 4МД В3.pdf,1,74.2,52.4,"гостиная:1, детская:1, прихожая:1, санузел:1, спальня:1, терраса:1",Кухня-Гостиная 24.0м²; Спальня 8.25м²; Детская 11.34м²; Прихожая 2.89м²; С/У 1.95м²; Душевая 3.96м²; Терраса 18.81м²; Крыльцо 3.0м²
дом для егеря,,планировка,,Планировки\RANTA\Дом для егеря.pdf,1,115.2,40.2,,ДЛЯ РАЗДЕЛЫВАНИЯ ТУШ 15.31м²; НАВЕС 35.88м²; СНЕГОХОДЫ; ГАРАЖ 32.99м²; КВАДРОЦИКЛЫ; СКЛАД ПРИ ГАРАЖЕ 6.11м²; ЖИЛАЯ КОМНАТА 11.26м²; ОРУЖЕЙНАЯ 4.8м²; ПРИЁМНАЯ 8.84м²
дом из газобетона,в1,планировка,,2025\Планировки\Для Василия\Дом из газобетона В1.pdf,1,0.0,0.0,,
дом крым,в2,планировка,Country House,2025\Дома\Крым\Дом Крым В2.pdf,1,111.4,75.1,"гостиная:1, прихожая:1, санузел:2, спальня:2, терраса:1",Кухня-Гостиная 34.86м²; Прихожая 5.14м²; С/У 5.28м²; Спальная 7.48м²; Спальная 9.7м²; Гардеробная 6.25м²; С/У 6.39м²; Терраса 36.33м²
дом крым,в3,планировка,COUNTRY HOUSE,2025\Дома\Крым\Дом Крым В3.pdf,1,126.9,86.5,"гостиная:1, прихожая:1, санузел:2, спальня:2, терраса:1",Кухня-Гостиная 39.99м²; Прихожая 5.14м²; С/У 5.28м²; Спальня 10.25м²; Спальня 13.18м²; Гардеробная 6.25м²; С/У 6.39м²; Терраса 35.43м²; Крыльцо 4.98м²
дом крым финальная планировка,,планировка,Дом Крым,2025\Дома\Крым\Дом Крым финальная планировка.pdf,1,0.0,0.0,"гостиная:1, кухня:1, санузел:2, спальня:1",кухня-столовая; гостиная; спальня; ванная; санузел
дом сестрорецк нь.ю,,планировка,,Планировки\RANTA\Дом сестрорецк нь.ю.pdf,1,0.0,0.0,,
дома на 28.03,,планировка,,Планировки\Обновленные\Дома на 28.03.pdf,1,48.0,48.0,,АКОП 5.0м²; ЛАХДЕНПОХЬЯ 2.0м²; МАКСИМ 3.5м²; ЧЕЛМУШИ 1 2.0м²; МУРАВЬЁВЫ 4.5м²; ЛАХДЕНПОХЬЯ 3.0м²; СНЕТКОВО 2 СПАЛЬНИ 3.0м²; ЧЕЛМУШИ 2 2.0м²; АНЬЯЛОВО 3.0м²; СНЕТКОВО ХОЗ 3.0м²; ЧЕЛМУШИ 3 2.0м²; КАРПОВЫ 5.5м²; РЯЗАНЬ 4.5м²; ОРЖИЦЫ 3.0м²; ЧЕЛМУШИ 4 2.0м²
домик,в1,планировка,,Планировки\Lampi 4\Домик в1.pdf,1,50.0,32.0,"гостиная:1, санузел:1, спальня:1, терраса:1",гостиная 19.4м²; спальня 8.27м²; ванная 3.23м²; ПМ 1.08м²; терраса 18.0м²
домик дмитрию,,планировка,,Планировки\Собрать проект\Домик Дмитрию.pdf,1,31.1,31.1,"гостиная:1, прихожая:1, санузел:1, спальня:1",спальня 7.51м²; кухня-гостиная 11.42м²; ванная 2.92м²; коридор 6.46м²; прихожая 2.76м²
домик персонала челмуши,,планировка,,Планировки\Домик персонала Челмуши.pdf,1,43.2,31.2,"гостиная:1, кухня:1, санузел:2",гостиная 13.6м²; кухня 9.43м²; ванная 1.9м²; туалет 3.0м²; коридор 3.26м²; балкон 12.0м²
ежевское озеро вельск,в1,планировка,,Работы Валя\Вельск\Ежевское озеро Вельск в1.pdf,1,0.0,0.0,,
жилой дом 8+мд в2 баня 2мд,в1,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Жилой дом 8+МД В2 Баня 2МД В1.pdf,1,165.1,165.1,"гостиная:2, кухня:1, прихожая:1, санузел:3, сауна:1, спальня:3",С/У 7.25м²; Спальня 1 16.45м²; Спальня 2 12.93м²; Кабинет 12.97м²; Коридор 13.39м²; Спальня 4 11.87м²; Гостиная 35.23м²; Кухня-Столовая 17.21м²; Прихожая 4.61м²; С/У 4.39м²; Тех. помещение 6.42м²; Парная 7.75м²; Помывочная-Комната отдыха 4.35м²; С/У 2.01м²; Гостиная 8.32м²
жилой дом 8+мд в2 баня 2мд,в2,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Жилой дом 8+МД В2 Баня 2МД В2.pdf,1,165.1,165.1,"гостиная:2, кухня:1, прихожая:1, санузел:3, сауна:1, спальня:3",С/У 7.25м²; Спальня 1 16.45м²; Спальня 2 12.93м²; Кабинет 12.97м²; Коридор 13.39м²; Спальня 4 11.87м²; Гостиная 35.23м²; Кухня-Столовая 17.21м²; Прихожая 4.61м²; С/У 4.39м²; Тех. помещение 6.42м²; Парная 7.75м²; Помывочная-Комната отдыха 4.35м²; С/У 2.01м²; Гостиная 8.32м²
жилой дом 8+мд в3 баня 2мд,в3,,,2025\Планировки\Юра\Жилой дом 8+МД В3 Баня 2МД В3.pdf,1,0.0,0.0,,
жилой дом 8+мд в4 баня 2мд,в3,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Жилой дом 8+МД В4 Баня 2МД В3.pdf,1,165.1,165.1,"гостиная:2, кухня:1, прихожая:1, санузел:3, сауна:1, спальня:3",С/У 7.25м²; Спальня 1 16.69м²; Спальня 2 12.93м²; Кабинет 12.97м²; Коридор 13.39м²; Спальня 4 11.87м²; Гостиная 35.23м²; Кухня-Столовая 12.51м²; Кладовая 4.2м²; Прихожая 4.82м²; С/У 4.39м²; Тех. помещение 6.42м²; Парная 7.75м²; Помывочная-Комната отдыха 4.35м²; С/У 2.01м²; Гостиная 8.32м²
жилой дом 8+мд в5 баня 2мд,в3,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Жилой дом 8+МД В5 Баня 2МД В3.pdf,1,165.2,165.2,"гостиная:2, кухня:1, прихожая:1, санузел:3, сауна:1, спальня:3",С/У 7.25м²; Спальня 1 16.69м²; Спальня 2 12.93м²; Кабинет 12.97м²; Коридор 13.39м²; Спальня 4 11.87м²; Гостиная 35.23м²; Кухня-Столовая 12.51м²; Кладовая 4.2м²; Прихожая 4.82м²; С/У 4.89м²; Тех. помещение 6.01м²; Парная 7.75м²; Помывочная-Комната отдыха 4.35м²; С/У 2.01м²; Гостиная 8.32м²
жилой дом 8+мд в6 и баня 2мд,в3,,,2025\Планировки\Юра\Жилой дом 8+МД В6 и Баня 2МД В3.pdf,1,0.0,0.0,,
жилой дом 8+мд в7 и баня 2мд,в3,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Жилой дом 8+МД В7 и Баня 2МД В3.pdf,1,165.2,165.2,"гостиная:2, кухня:1, прихожая:1, санузел:3, сауна:1, спальня:3",С/У 7.25м²; Спальня 1 16.69м²; Спальня 2 12.93м²; Кабинет 12.97м²; Коридор 13.39м²; Спальня 4 11.87м²; Гостиная 35.23м²; Кухня-Столовая 12.51м²; Кладовая 4.2м²; Прихожая 4.82м²; С/У 4.89м²; Тех. помещение 6.01м²; Парная 7.75м²; Помывочная-Комната отдыха 4.35м²; С/У 2.01м²; Гостиная 8.32м²
жилой дом 9+мд,в1,планировка,Жилая площадь 155.9 м² Общая площадь 190.2 м² Площадь застройки 193.2 м²,2025\Планировки\Юра\Жилой дом 9+МД В1.pdf,1,158.9,155.9,"гостиная:1, кухня:1, прихожая:1, санузел:3, спальня:4",С/У 7.25м²; Спальня 1 16.45м²; Спальня 2 12.93м²; Кабинет 12.97м²; Коридор 13.39м²; С/У 2.54м²; Спальня 3 10.63м²; Спальня 4 11.87м²; Гостиная 35.23м²; Кухня-Столовая 17.21м²; Прихожая 4.61м²; С/У 4.39м²; Тех. помещение 6.42м²; Крыльцо 3.0м²
загрузка 2.5,,планировка,,Планировки\Загрузка 2.5.pdf,1,0.0,0.0,,МАКСИМ; ПАРАДАЙС; МУРАВЬЁВЫ; ЭКООЗЕРО; СКОТНОЕ; АКОП
загрузка 3,,планировка,,Планировки\Загрузка 3.pdf,1,35.5,35.5,,МАКСИМ 3.5м²; АКОП 5.0м²; АНЬЯЛОВО 3.0м²; СНЕТКОВО 2 СПАЛЬНИ 3.0м²; РЯЗАНЬ 4.5м²; МУРАВЬЁВЫ 4.5м²; ЧЕЛМУШИ 1 2.0м²; ЛАХДЕНПОХЬЯ 2.0м²; ЧЕЛМУШИ 2 2.0м²; ЛАХДЕНПОХЬЯ 3.0м²; СНЕТКОВО ХОЗ 3.0м²
загрузка наглядно для николая николаевича,,планировка,,Планировки\ЗАГРУЗКА НАГЛЯДНО ДЛЯ НИКОЛАЯ НИКОЛАЕВИЧА.pdf,1,48.0,48.0,,АКОП 5.0м²; ЛАХДЕНПОХЬЯ 2.0м²; МАКСИМ 3.5м²; ЧЕЛМУШИ 1 2.0м²; МУРАВЬЁВЫ 4.5м²; ЛАХДЕНПОХЬЯ 3.0м²; АНЬЯЛОВО 3.0м²; КАРПОВЫ 5.5м²; РЯЗАНЬ 4.5м²; СНЕТКОВО 2 СПАЛЬНИ 3.0м²; СНЕТКОВО ХОЗ 3.0м²; ОРЖИЦЫ 3.0м²; ЧЕЛМУШИ 2 2.0м²; ЧЕЛМУШИ 3 2.0м²; ЧЕЛМУШИ 4 2.0м²
индивидуальная планировка,в5,планировка,,Работы Валя\Кубик\Индивидуальная планировка в5.pdf,1,229.3,216.9,терраса:1,Жилая площадь 64.2м²; Площадь застройки 75.2м²; Крытая терраса 12.4м²; Жилая площадь 5.1м²; Площадь застройки 8.2м²; комната 11.36м²; комната 24.24м²; комната 11.12м²; комната 5.21м²; комната 5.42м²; комната 6.85м²
итоговая планировка,,планировка,Планировка дома,Загрузки Валя\Итоговая планировка.pdf,1,194.8,177.2,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:4",Гостиная 69.6м²; Спальня 12.54м²; Спальня 12.54м²; Кухня 48.5м²; Холл 6.45м²; Санузел 4.54м²; Санузел 5.84м²; Спальня 13.53м²; Спальня 3.68м²; Гараж 8.8м²; Гараж 8.8м²
итоговая планировка (1),,планировка,,Работы Валя\Сестра Васи Чехофф\Хозблок\Итоговая планировка (1).pdf,1,93.8,73.5,"гостиная:1, санузел:2, спальня:1, терраса:1",ПМ 2.4м²; С/У 2.4м²; С/У+Суи М 4.83м²; балкон 2.4м²; коридор 7.7м²; кухня-гостиная 35.0м²; спальня 11.72м²; кабинет 9.49м²; терраса 17.85м²
итоговая планировка (2),,планировка,Планировка дома,Загрузки Валя\Итоговая планировка (2).pdf,1,194.0,194.0,"гостиная:1, кухня:1, спальня:9",Гостиная 69.6м²; Кухня 48.5м²; Спальня 12.54м²; Спальня 12.54м²; Спальня 13.53м²; Спальня 9.16м²; Спальня 9.16м²; Спальня 3.42м²; Спальня 3.42м²; Спальня 3.35м²; Спальня 8.8м²
итоговая планировка (3),,планировка,,Загрузки Валя\Итоговая планировка (3).pdf,1,86.6,68.7,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1, терраса:1",Спальня 7.7м²; Гостиная 35.0м²; Кухня 11.72м²; Санузел 4.83м²; Прихожая 9.49м²; Терраса 17.85м²
итоговая планировка (4),,планировка,,Загрузки Валя\Итоговая планировка (4).pdf,1,68.2,63.4,"гостиная:1, кухня:1, санузел:2, спальня:1",ПМ 2.4м²; С/У 2.4м²; Балкон 4.83м²; С/У+Суи М 2.4м²; Кухня-столовая 35.0м²; Гостиная 11.72м²; Спальня 9.49м²
итоговая планировка без расширения,,планировка,Формат А3,Загрузки Валя\Итоговая планировка без расширения.pdf,1,91.1,91.1,"гостиная:1, кухня:1, прихожая:1, санузел:5, спальня:1",Гостиная 37.78м²; Спальня 12.54м²; Духовка 4.54м²; Холл 6.3м²; Кухня 10.45м²; Санузел 3.84м²; Санузел 3.39м²; Санузел 2.84м²; Санузел 4.01м²; Санузел 5.45м²
итоговая планировка без расширения (1),,планировка,Формат А3,Загрузки Валя\Итоговая планировка без расширения (1).pdf,1,91.1,91.1,"гостиная:1, кухня:1, прихожая:1, санузел:5, спальня:1",Гостиная 37.78м²; Спальня 12.54м²; Духовка 4.54м²; Холл 6.3м²; Кухня 10.45м²; Санузел 3.84м²; Санузел 3.39м²; Санузел 2.84м²; Санузел 4.01м²; Санузел 5.45м²
итоговая планировка павел,,планировка,COUNTRY HOUSE,Работы Валя\Москва Павел\KD PAvel\сборка листов\Итоговая планировка Павел.pdf,1,64.9,64.9,"гостиная:1, прихожая:1, санузел:1, спальня:1",спальня 10.45м²; кухня-гостиная 33.52м²; ванная 4.88м²; прихожая 12.08м²; кладовая 4.0м²
итоговая планировка павел,,планировка,COUNTRY HOUSE,Работы Валя\Москва Павел\Итоговая планировка Павел.pdf,1,64.9,64.9,"гостиная:1, прихожая:1, санузел:1, спальня:1",спальня 10.45м²; санузел 4.88м²; кухня-гостиная 33.52м²; прихожая 12.08м²; кладовая 4.0м²
итоговая планировка павел (1),,планировка,COUNTRY HOUSE,Загрузки Валя\Итоговая планировка Павел (1).pdf,1,64.9,64.9,"гостиная:1, прихожая:1, санузел:1, спальня:1",спальня 10.45м²; кухня-гостиная 33.52м²; ванная 4.88м²; прихожая 12.08м²; кладовая 4.0м²
итоговая планировка павел (2),,планировка,COUNTRY HOUSE,Загрузки Валя\Итоговая планировка Павел (2).pdf,1,64.9,64.9,"гостиная:1, санузел:1, спальня:1",спальня 10.45м²; кухня-гостиная 33.52м²; ванная 4.88м²; коридор 12.08м²; кладовая 4.0м²
итоговые планировки выставочных бань в работу,,планировка,LAMPI KERD / LAMPI BLACK,Планировки\Lampi 4\Итоговые планировки выставочных бань в работу.pdf,1,33.2,33.2,,комната 5.5м²; комната 7.7м²; комната 20.0м²
итоговые планировки выставочных бань в работу (1),,планировка,LAMPI KERD,Загрузки Валя\Итоговые планировки выставочных бань в работу (1).pdf,1,13.2,13.2,кухня:1,Кухня 5.5м²; Жилая комната 7.7м²
карповы,в10,планировка,Карповы,Работы Валя\Карповы\Карповы в10.pdf,1,109.4,109.4,"гостиная:1, кухня:1, прихожая:2, санузел:4, спальня:2",Спальня 13.4м²; Спальня 8.9м²; Кабинет 11.63м²; Гостиная 35.42м²; Кухня 7.2м²; Санузел 4.76м²; Санузел 5.15м²; Прихожая 4.92м²; Холл 8.36м²; Санузел 4.17м²; Санузел 5.5м²
карповы,в11,планировка,Карповы,Работы Валя\Карповы\Карповы в11.pdf,1,105.9,105.9,,комната 11.64м²; комната 11.09м²; комната 10.74м²; комната 38.45м²; комната 3.61м²; комната 9.59м²; комната 6.7м²; комната 4.18м²; комната 5.1м²; комната 4.76м²
карповы,в12,планировка,Карповы 106.2,Работы Валя\Карповы\Карповы в12.pdf,1,105.7,105.7,"гостиная:1, кухня:1, прихожая:1, санузел:2, спальня:2",гостиная 38.45м²; спальня 11.09м²; спальня 10.74м²; кухня-столовая 11.49м²; санузел 3.61м²; ванная 9.59м²; прихожая 4.18м²; кладовая 6.7м²; лестничная клетка 5.1м²; коридор 4.76м²
карповы,в14,планировка,Карповы,Работы Валя\Карповы\Карповы в14.pdf,1,105.9,105.9,,СТМ 3.61м²; комната 10.74м²; комната 11.09м²; комната 11.64м²; комната 38.45м²; комната 4.18м²; комната 4.76м²; комната 5.1м²; комната 6.7м²; комната 9.59м²
карповы,в2,планировка,,Планировки\Карповы в2.pdf,1,91.4,91.4,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 34.5м²; кухня 6.82м²; холодильник; спальня 10.1м²; ванная 5.7м²; туалет 4.33м²; коридор 4.12м²; гардеробная 11.91м²; комната 11.83м²; кладовая 2.13м²
карповы,в3,планировка,Карповы,Планировки\Карповы в3.pdf,1,105.6,105.6,"гостиная:1, кухня:1, санузел:3, спальня:1",гостиная 18.0м²; кухня 6.82м²; спальня 10.1м²; санузел 1.84м²; гардеробная 11.94м²; коридор 34.5м²; ванная 5.32м²; туалет 5.14м²; кладовая 4.95м²; лестница 7.0м²
карповы,в4,планировка,Карповы,Работы Валя\Карповы\Карповы в4.pdf,1,110.5,110.5,"гостиная:1, кухня:1, санузел:3, спальня:1",гостиная 18.0м²; кухня 6.82м²; спальня 10.1м²; санузел 1.84м²; коридор 34.5м²; гардеробная 11.94м²; кабинет 11.86м²; ванная 5.32м²; туалет 5.14м²; кладовая 4.95м²
карповы,в5,планировка,Карповы,Работы Валя\Карповы\Карповы в5.pdf,1,91.6,91.6,"гостиная:1, кухня:1, санузел:3, спальня:1",гостиная 34.5м²; кухня 6.82м²; спальня 10.1м²; санузел 2.03м²; гардеробная 11.67м²; коридор 4.02м²; ванная 5.32м²; туалет 5.14м²; прачечная 4.95м²; кладовая 7.0м²
карповы,в6,планировка,Карповы,Работы Валя\Карповы\Карповы в6.pdf,1,96.1,96.1,"гостиная:1, кухня:1, санузел:3, спальня:1",гостиная 34.5м²; кухня 6.82м²; спальня 10.1м²; санузел 2.03м²; гардеробная 11.67м²; коридор 4.02м²; кабинет 11.59м²; ванная 5.32м²; туалет 5.14м²; кладовая 4.95м²
карповы,в8,планировка,Карповы,Работы Валя\Карповы\Карповы в8.pdf,1,89.1,89.1,"гостиная:1, кухня:1, санузел:2, спальня:1",гостиная 35.6м²; кухня 4.76м²; санузел 5.1м²; спальня 14.41м²; гардеробная 10.34м²; санузел 3.15м²; коридор 9.21м²; лестница 6.53м²
карповы,в9,планировка,Карповы,Работы Валя\Карповы\Карповы в9.pdf,1,90.8,90.8,"гостиная:1, кухня:1, санузел:3",гостиная 34.17м²; кухня 5.7м²; холодильник 1.865м²; ванная 5.32м²; туалет 5.14м²; коридор 4.95м²; гардеробная 11.6м²; гардеробная 11.6м²; санузел 2.03м²; лестница 8.42м²
карповы ,,планировка,Планировка этажа,Планировки\Карповы .pdf,1,105.9,105.9,"гостиная:1, прихожая:1, санузел:3, спальня:3",спальня 11.64м²; спальня 11.09м²; спальня 10.74м²; кухня-гостиная 38.45м²; ванная 4.76м²; туалет 5.1м²; коридор 4.18м²; гардеробная 6.7м²; санузел 9.59м²; прихожая 3.61м²
карповы в производство,,планировка,,Планировки\Lampi 4\Карповы в производство.pdf,1,108.8,104.0,"гостиная:1, кухня:1, санузел:4, спальня:2, терраса:1",гостиная 38.45м²; кухня 11.64м²; спальня 11.09м²; спальня 10.74м²; ванная 3.61м²; туалет 2.92м²; коридор 9.59м²; гардеробная 6.7м²; санузел 4.18м²; санузел 5.1м²; терраса 4.76м²
карповы гп,,планировка,,Планировки\Lampi 4\Карповы ГП.pdf,1,0.0,0.0,,
карповы предв,,планировка,,Планировки\Карповы предв.pdf,1,0.0,0.0,"гостиная:1, санузел:1, спальня:1",спальня; ванная; гардеробная; кухня-гостиная
кассеты,,спецификация,Результат,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\КАССЕТЫ\Кассеты.pdf,1,0.0,0.0,,
кассеты и планки для заказа - баня хутор,,разрез,Планки тип 0 Разрез A-A1,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\КАССЕТЫ\Кассеты и планки для заказа - Баня Хутор.pdf,1,0.0,0.0,,
кассеты и планки для заказа - баня хутор,,разрез,Планки тип 1 и тип 2 Разрез А-А1,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\КАССЕТЫ\Кассеты и планки для заказа - Баня Хутор.pdf,2,0.0,0.0,,
кассеты и планки для заказа - баня хутор,,разрез,Планки тип 1 и тип 2 Разрез А-А1,2025\Дома\Планировка 3МД Баня 3М Лопухинка 2\КАССЕТЫ\Кассеты и планки для заказа - Баня Хутор.pdf,3,0.0,0.0,,
квс 2мд  - габариты модулей,,спецификация,Габариты модулей по дому Банный дом КВС 2МД,без адреса\КВС 2мд  - габариты модулей.pdf,1,0.0,0.0,,
квс 5мд   - габариты модулей,,спецификация,Габариты модулей по дому Гостевой дом КВС 5МД,без адреса\КВС 5МД   - габариты модулей.pdf,1,0.0,0.0,,
квс 5мд   - габариты модулей — копия,,спецификация,Габариты модулей по дому Гостевой дом КВС 5МД,без адреса\КВС 5МД   - габариты модулей — копия.pdf,1,0.0,0.0,,
комплектация домов без бани,,планировка,2 МОДУЛЯ СПАЛЬЯ 2ШТ,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\Комплектация домов без бани.pdf,1,50.8,32.8,"кухня:1, санузел:1, спальня:1, терраса:1",спальня 8.9м²; ванная 3.15м²; коридор 3.25м²; кухня 17.5м²; терраса 18.0м²
комплектация домов без бани,,планировка,2 МОДУЛЯ СТУДИЯ,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\Комплектация домов без бани.pdf,2,54.0,36.0,терраса:1,СТМ 4.45м²; ПМ; Х; ВХОД 3.0м²; студия 28.55м²; терраса 18.0м²
комплектация домов без бани,,планировка,2 МОДУЛЯ СТУДИЯ ЗЕРКАЛЬНО,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\Комплектация домов без бани.pdf,3,54.0,36.0,гостиная:1,ВХОД 3.0м²; ПМ 4.45м²; СТМ; гостиная 28.55м²; балкон 18.0м²
комплектация домов снетковское,,планировка,2 МОДУЛЯ СПАЛЬНЯ 2ШТ,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\Комплектация домов Снетковское.pdf,1,50.8,32.8,"гостиная:1, санузел:1, спальня:1",спальня 8.9м²; кухня-гостиная 17.5м²; балкон 18.0м²; ванная 3.15м²; коридор 3.25м²
комплектация домов снетковское,,планировка,2 МОДУЛЯ СТУДИЯ,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\Комплектация домов Снетковское.pdf,2,54.0,36.0,терраса:1,СТМ 4.45м²; ПМ; Х; ВХОД 3.0м²; студия 28.55м²; терраса 18.0м²
комплектация домов снетковское,,планировка,2 МОДУЛЯ СТУДИЯ ЗЕРКАЛЬНО,Работы Валя\Аля Точка на карте\ФИНАЛИМ ПЛАНИРОВКИ\Комплектация домов Снетковское.pdf,3,54.0,36.0,гостиная:1,ВХОД 3.0м²; ПМ 4.45м²; СТМ; гостиная 28.55м²; балкон 18.0м²
коркино 4мд + терраса,,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Коркино 4МД + терраса.pdf,1,85.3,53.1,"гостиная:1, санузел:1, сауна:1, терраса:1",Парная 8.15м²; Душевые 7.57м²; Комната отдыха 4.77м²; С/У 4.63м²; Гостиная-Кухня 27.95м²; Терраса 32.27м²
коркино спа 3мд,,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Коркино СПА 3МД.pdf,1,70.1,47.9,"гостиная:1, прихожая:1, санузел:1, сауна:1, терраса:1",Парная 10.17м²; Помывочная 5.78м²; Комната отдыха 12.55м²; Туалет 1.05м²; Кухня-Гостиная 16.22м²; Прихожая 2.18м²; Крыльцо 3.0м²; Терраса (Крытая) 19.19м²
коркино спа 3мд,в2,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Коркино СПА 3МД В2.pdf,1,70.1,47.9,"гостиная:1, прихожая:1, санузел:1, сауна:1, терраса:1",Парная 10.17м²; Помывочная 5.78м²; Комната отдыха 12.55м²; Туалет 1.05м²; Кухня-Гостиная 16.22м²; Прихожая 2.18м²; Крыльцо 3.0м²; Терраса (Крытая) 19.19м²
коркино спа 3мд,в3,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Коркино СПА 3МД В3.pdf,1,70.1,47.9,"гостиная:1, прихожая:1, санузел:1, сауна:1, терраса:1",Парная 10.17м²; Помывочная 5.78м²; Комната отдыха 12.55м²; Туалет 1.05м²; Кухня-Гостиная 16.22м²; Прихожая 2.18м²; Крыльцо 3.0м²; Терраса (Крытая) 19.19м²
коркино спа 3мд,в4,планировка,COUNTRY HOUSE,2025\Планировки\Юра\Коркино СПА 3МД В4.pdf,1,70.1,47.9,"гостиная:1, прихожая:1, санузел:1, сауна:1, терраса:1",Парная 10.17м²; Помывочная 5.78м²; Комната отдыха 12.55м²; Туалет 1.05м²; Кухня-Гостиная 16.22м²; Прихожая 2.18м²; Крыльцо 3.0м²; Терраса (Крытая) 19.19м²
кофейня 1,,планировка,,Работы Валя\Каток\Планировки\Кофейня 1.pdf,1,18.4,18.4,кухня:1,зал 12.42м²; кухня 5.94м²
кофейня 2,,планировка,,Работы Валя\Каток\Планировки\Кофейня 2.pdf,1,9.4,9.4,"кухня:1, санузел:1",кухня 6.68м²; санузел 2.69м²
кп на строительство дома  2 мд .,,планировка,Жилой дом комфорт класса с сауной,С рабочего стола Юры (бывш Аркадий)\КП на строительство дома  2 МД ..pdf,1,45.5,29.1,"гостиная:1, прихожая:1, спальня:1, терраса:1",Прихожая 1.79м²; Спальня 8.91м²; Гостиная 18.4м²; Терраса 16.4м²
кп на строительство дома  2 мд .,,планировка,Жилой дом комфорт класса,С рабочего стола Юры (бывш Аркадий)\КП на строительство дома  2 МД ..pdf,2,39.9,39.9,,ДОМ - СТУДИЯ 39.9м²
кп на строительство дома  2 мд .,,планировка,Жилой дом комфорт класса,С рабочего стола Юры (бывш Аркадий)\КП на строительство дома  2 МД ..pdf,3,35.0,35.0,"гостиная:1, кухня:1, прихожая:1, санузел:1, спальня:1",спальня 9.0м²; кухня 3.23м²; ванная 3.0м²; прихожая 1.29м²; гостиная 18.52м²
кпп уютный берег,,планировка,,2025\Планировки\Вводные\КП Уютный берег\КПП Уютный Берег.pdf,1,0.0,0.0,,
